0    0
0.00229568    0
0.00459137    0.937903
0.00688705    0.937635
0.00918274    0.937281
0.0114784    0.937303
0.0137741    0.938582
0.0160698    0.942041
0.0183655    0.94787
0.0206612    0.95457
0.0229568    0.958224
0.0252525    0.952447
0.0275482    0.929287
0.0298439    0.881055
0.0321396    0.802678
0.0344353    0.693904
0.0367309    0.560572
0.0390266    0.414395
0.0413223    0.271052
0.043618    0.146964
0.0459137    0.0555489
0.0482094    0.00398933
0.0505051    -0.00850843
0.0528007    0.00958323
0.0550964    0.0444307
0.0573921    0.0805396
0.0596878    0.104782
0.0619835    0.109587
0.0642792    0.0944037
0.0665748    0.0650611
0.0688705    0.0313283
0.0711662    0.0034913
0.0734619    -0.0109459
0.0757576    -0.00942449
0.0780533    0.00524771
0.0803489    0.0262369
0.0826446    0.0452366
0.0849403    0.0553216
0.087236    0.0531441
0.0895317    0.0397833
0.0918274    0.0200506
0.094123    0.000580482
0.0964187    -0.0125711
0.0987144    -0.0159723
0.10101    -0.00982579
0.103306    0.00234255
0.105601    0.0151299
0.107897    0.0232698
0.110193    0.0234765
0.112489    0.0154841
0.114784    0.00196007
0.11708    -0.0126152
0.119376    -0.0236494
0.121671    -0.0280857
0.123967    -0.0254121
0.126263    -0.0177059
0.128558    -0.00874653
0.130854    -0.00256208
0.13315    -0.0019596
0.135445    -0.00757054
0.137741    -0.0177306
0.140037    -0.029198
0.142332    -0.0384106
0.144628    -0.0428001
0.146924    -0.0416834
0.149219    -0.0364247
0.151515    -0.0298416
0.153811    -0.025106
0.156107    -0.0245629
0.158402    -0.0289035
0.160698    -0.0369826
0.162994    -0.0463177
0.165289    -0.0540621
0.167585    -0.0580702
0.169881    -0.0576632
0.172176    -0.0538202
0.174472    -0.0487496
0.176768    -0.0450218
0.179063    -0.0446007
0.181359    -0.0481375
0.183655    -0.0547779
0.18595    -0.0625357
0.188246    -0.0690743
0.190542    -0.0725895
0.192837    -0.0724629
0.195133    -0.0694504
0.197429    -0.0653513
0.199725    -0.0622997
0.20202    -0.0619552
0.204316    -0.0648982
0.206612    -0.0704485
0.208907    -0.0769621
0.211203    -0.0824783
0.213499    -0.0854651
0.215794    -0.0853799
0.21809    -0.0828411
0.220386    -0.0793595
0.222681    -0.0767429
0.224977    -0.0764075
0.227273    -0.0788574
0.229568    -0.0835227
0.231864    -0.0890055
0.23416    -0.093631
0.236455    -0.0960859
0.238751    -0.0959027
0.241047    -0.0936111
0.243343    -0.0905101
0.245638    -0.0881563
0.247934    -0.0877693
0.25023    -0.089781
0.252525    -0.0936939
0.254821    -0.0982946
0.257117    -0.102131
0.259412    -0.104068
0.261708    -0.103707
0.264004    -0.101518
0.266299    -0.0986392
0.268595    -0.0964291
0.270891    -0.0959465
0.273186    -0.0975576
0.275482    -0.100815
0.277778    -0.104648
0.280073    -0.107781
0.282369    -0.109226
0.284665    -0.108647
0.286961    -0.106472
0.289256    -0.103713
0.291552    -0.101569
0.293848    -0.100965
0.296143    -0.10221
0.298439    -0.104892
0.300735    -0.108052
0.30303    -0.110561
0.305326    -0.111551
0.307622    -0.110742
0.309917    -0.108531
0.312213    -0.105831
0.314509    -0.103708
0.316804    -0.102976
0.3191    -0.103892
0.321396    -0.106071
0.323691    -0.108645
0.325987    -0.110604
0.328283    -0.111185
0.330579    -0.110155
0.332874    -0.107889
0.33517    -0.105216
0.337466    -0.103094
0.339761    -0.102241
0.342057    -0.10287
0.344353    -0.104616
0.346648    -0.106685
0.348944    -0.108169
0.35124    -0.108393
0.353535    -0.107165
0.355831    -0.104845
0.358127    -0.102191
0.360422    -0.100068
0.362718    -0.0991149
0.365014    -0.0995031
0.367309    -0.100883
0.369605    -0.102525
0.371901    -0.103608
0.374197    -0.103531
0.376492    -0.10214
0.378788    -0.0997797
0.381084    -0.0971514
0.383379    -0.0950402
0.385675    -0.0940136
0.387971    -0.0942089
0.390266    -0.0952889
0.392562    -0.0965791
0.394858    -0.0973311
0.397153    -0.0970103
0.399449    -0.0954962
0.401745    -0.0931217
0.40404    -0.0905382
0.406336    -0.0884619
0.408632    -0.0873986
0.410927    -0.0874548
0.413223    -0.0883029
0.415519    -0.0893142
0.417815    -0.089803
0.42011    -0.0892901
0.422406    -0.0876813
0.424702    -0.0852976
0.426997    -0.0827449
0.429293    -0.0806786
0.431589    -0.0795529
0.433884    -0.0794525
0.43618    -0.0800686
0.438476    -0.0808274
0.440771    -0.0811185
0.443067    -0.0805345
0.445363    -0.0790284
0.447658    -0.0769309
0.449954    -0.0748193
0.45225    -0.0732913
0.454545    -0.0727294
0.456841    -0.0731447
0.459137    -0.0741591
0.461433    -0.0751299
0.463728    -0.0753693
0.466024    -0.0743746
0.46832    -0.0719861
0.470615    -0.0684173
0.472911    -0.0641533
0.475207    -0.0597643
0.477502    -0.0557114
0.479798    -0.0522233
0.482094    -0.0492897
0.484389    -0.0467714
0.486685    -0.0445776
0.488981    -0.0428304
0.491276    -0.0419441
0.493572    -0.0425739
0.495868    -0.0454409
0.498163    -0.051091
0.500459    -0.0596687
0.502755    -0.0707904
0.505051    -0.0835654
0.507346    -0.0967643
0.509642    -0.109085
0.511938    -0.119432
0.514233    -0.127131
0.516529    -0.13201
0.518825    -0.134352
0.52112    -0.13474
0.523416    -0.133864
0.525712    -0.132358
0.528007    -0.130721
0.530303    -0.129314
0.532599    -0.128425
0.534894    -0.128334
0.53719    -0.12934
0.539486    -0.131718
0.541781    -0.135621
0.544077    -0.140964
0.546373    -0.147348
0.548669    -0.154073
0.550964    -0.160254
0.55326    -0.165012
0.555556    -0.167688
0.557851    -0.168002
0.560147    -0.166101
0.562443    -0.162476
0.564738    -0.157775
0.567034    -0.152566
0.56933    -0.147145
0.571625    -0.141456
0.573921    -0.135146
0.576217    -0.127753
0.578512    -0.118946
0.580808    -0.108742
0.583104    -0.097624
0.585399    -0.0864965
0.587695    -0.0765016
0.589991    -0.0687396
0.592287    -0.0639819
0.594582    -0.0624618
0.596878    -0.0638059
0.599174    -0.0671231
0.601469    -0.0712205
0.603765    -0.074882
0.606061    -0.077131
0.608356    -0.0774132
0.610652    -0.0756635
0.612948    -0.0722596
0.615243    -0.0678912
0.617539    -0.0633921
0.619835    -0.059577
0.62213    -0.0571109
0.624426    -0.0564223
0.626722    -0.0576552
0.629017    -0.0606539
0.631313    -0.0649763
0.633609    -0.0699422
0.635904    -0.074723
0.6382    -0.0784764
0.640496    -0.0805146
0.642792    -0.0804726
0.645087    -0.0784325
0.647383    -0.0749564
0.649679    -0.0709989
0.651974    -0.0677005
0.65427    -0.0661061
0.656566    -0.0668785
0.658861    -0.0700943
0.661157    -0.0751878
0.663453    -0.0810762
0.665748    -0.0864376
0.668044    -0.090072
0.67034    -0.091239
0.672635    -0.0898715
0.674931    -0.0865986
0.677227    -0.0825674
0.679522    -0.0791135
0.681818    -0.07738
0.684114    -0.0779969
0.68641    -0.0809164
0.688705    -0.0854493
0.691001    -0.0904864
0.693297    -0.094833
0.695592    -0.0975517
0.697888    -0.0982129
0.700184    -0.0969838
0.702479    -0.0945385
0.704775    -0.0918301
0.707071    -0.0898005
0.709366    -0.089118
0.711662    -0.0900185
0.713958    -0.0922837
0.716253    -0.0953504
0.718549    -0.0985024
0.720845    -0.101082
0.72314    -0.102654
0.725436    -0.103093
0.727732    -0.102567
0.730028    -0.101452
0.732323    -0.10021
0.734619    -0.0992635
0.736915    -0.0989071
0.73921    -0.0992661
0.741506    -0.100297
0.743802    -0.10182
0.746097    -0.103572
0.748393    -0.105257
0.750689    -0.106601
0.752984    -0.107398
0.75528    -0.107547
0.757576    -0.107082
0.759871    -0.106175
0.762167    -0.105109
0.764463    -0.104222
0.766758    -0.103821
0.769054    -0.1041
0.77135    -0.105066
0.773646    -0.106527
0.775941    -0.108127
0.778237    -0.109441
0.780533    -0.110106
0.782828    -0.109928
0.785124    -0.108959
0.78742    -0.107489
0.789715    -0.105963
0.792011    -0.104843
0.794307    -0.104463
0.796602    -0.104914
0.798898    -0.106016
0.801194    -0.107373
0.803489    -0.108498
0.805785    -0.108975
0.808081    -0.108597
0.810376    -0.107426
0.812672    -0.105773
0.814968    -0.104088
0.817264    -0.102808
0.819559    -0.10221
0.821855    -0.102325
0.824151    -0.102937
0.826446    -0.103666
0.828742    -0.104102
0.831038    -0.103948
0.833333    -0.103115
0.835629    -0.101737
0.837925    -0.100116
0.84022    -0.0986032
0.842516    -0.0974735
0.844812    -0.0968358
0.847107    -0.0966058
0.849403    -0.0965521
0.851699    -0.0963919
0.853994    -0.0958985
0.85629    -0.0949805
0.858586    -0.0937042
0.860882    -0.0922542
0.863177    -0.0908516
0.865473    -0.0896633
0.867769    -0.0887394
0.870064    -0.0880012
0.87236    -0.0872832
0.874656    -0.0864086
0.876951    -0.0852674
0.879247    -0.0838634
0.881543    -0.0823114
0.883838    -0.080786
0.886134    -0.0794444
0.88843    -0.0783542
0.890725    -0.077459
0.893021    -0.0765959
0.895317    -0.0755599
0.897612    -0.0741898
0.899908    -0.0724408
0.902204    -0.0704133
0.9045    -0.0683231
0.906795    -0.0664228
0.909091    -0.0649031
0.911387    -0.0638127
0.913682    -0.0630295
0.915978    -0.0622962
0.918274    -0.0613116
0.920569    -0.0598422
0.922865    -0.0578139
0.925161    -0.0553471
0.927456    -0.0527188
